sku,product_name,category,brand,size,color,price_mrp,price_offer,stock_qty,last_updated
VM-16226,DailyKart Dupatta,Womens Wear,DailyKart,XL,Yellow,208,169,0,2026-07-03
VM-16227,SilkRoute Nightwear Set,Womens Wear,SilkRoute,L,Black,778,389,94,2026-07-05
VM-16228,SilkRoute Denim Jeans,Womens Wear,SilkRoute,XL,Teal,1178,949,18,2026-07-03
VM-16229,FloraBelle Printed Kurti,Womens Wear,FloraBelle,L,Pink,298,239,203,2026-07-03
VM-16230,JuniorJoy Frock,Kids Wear,JuniorJoy,8-9Y,Red,398,239,11,2026-07-04
VM-16231,TinyTribe Shorts Set,Kids Wear,TinyTribe,4-5Y,Mustard,258,159,377,2026-07-05
VM-16232,PlayPals Ethnic Kurta Set,Kids Wear,PlayPals,10-11Y,Red,788,399,15,2026-07-05
VM-16233,MissTrend Palazzo Pants,Womens Wear,MissTrend,XXL,Pink,658,469,152,2026-07-02
VM-16234,PlayPals Ethnic Kurta Set,Kids Wear,PlayPals,2-3Y,Black,578,469,6,2026-07-19
VM-16235,MissTrend Winter Shrug,Womens Wear,MissTrend,M,Maroon,558,339,64,2026-07-14
VM-16236,TinyTribe T-Shirt Pack of 2,Kids Wear,TinyTribe,8-9Y,Maroon,288,179,0,2026-07-08
VM-16237,SilkRoute Dupatta,Womens Wear,SilkRoute,XL,Teal,148,119,1,2026-07-07
VM-16238,StrideMax Bellies,Footwear,StrideMax,6,Grey,458,279,0,2026-07-14
VM-16239,DailyKart Leggings,Womens Wear,DailyKart,M,Green,208,109,314,2026-07-14
VM-16240,FlexFit Track Pants,Mens Wear,FlexFit,M,Yellow,518,259,360,2026-07-04
VM-16241,WalkNest Slippers,Footwear,WalkNest,6,Navy,138,69,19,2026-07-21
VM-16242,DailyKart Casual Top,Womens Wear,DailyKart,S,Olive,448,319,98,2026-07-11
VM-16243,TinyTribe Party Dress,Kids Wear,TinyTribe,8-9Y,Maroon,748,449,254,2026-07-20
VM-16244,KitchQueen Towel Set,Home & Kitchen,KitchQueen,Std,Yellow,388,279,228,2026-07-11
VM-16245,DailyKart Dupatta,Womens Wear,DailyKart,M,Red,188,99,96,2026-07-07
VM-16246,SilkRoute Dupatta,Womens Wear,SilkRoute,XXL,Red,128,79,371,2026-07-21
VM-16247,UrbanEdge Vest Pack of 3,Mens Wear,UrbanEdge,XXL,Beige,158,79,69,2026-07-05
VM-16248,DailyKart Casual Shirt,Mens Wear,DailyKart,XXL,Beige,908,639,19,2026-07-16
VM-16249,PlayPals Jeans,Kids Wear,PlayPals,6-7Y,Pink,538,439,0,2026-07-07
VM-16250,SilkRoute Maxi Dress,Womens Wear,SilkRoute,L,Sky Blue,868,439,265,2026-07-08
VM-16251,PlayPals Sweater,Kids Wear,PlayPals,6-7Y,Mustard,568,399,100,2026-07-07
VM-16252,DailyKart Leggings,Womens Wear,DailyKart,L,White,228,139,352,2026-07-04
VM-16253,RoyalThread Kurta,Mens Wear,RoyalThread,M,Olive,848,679,0,2026-07-21
VM-16254,SprintZa Formal Shoes,Footwear,SprintZa,10,White,1168,709,231,2026-07-18
VM-16255,TinyTribe Frock,Kids Wear,TinyTribe,8-9Y,Navy,468,379,0,2026-07-03
VM-16256,StrideMax Bellies,Footwear,StrideMax,9,Navy,348,279,0,2026-07-14
VM-16257,JuniorJoy Sweater,Kids Wear,JuniorJoy,8-9Y,Beige,568,459,0,2026-07-06
VM-16258,TinyTribe Frock,Kids Wear,TinyTribe,6-7Y,Mustard,458,329,131,2026-07-17
VM-16259,SilkRoute Anarkali Kurta,Womens Wear,SilkRoute,S,Teal,1208,849,177,2026-07-05
VM-16260,SilkRoute Printed Kurti,Womens Wear,SilkRoute,L,Yellow,668,469,396,2026-07-10
VM-16261,TinyTribe Track Suit,Kids Wear,TinyTribe,6-7Y,Mustard,838,679,27,2026-07-17
VM-16262,RoyalThread Vest Pack of 3,Mens Wear,RoyalThread,XL,Teal,198,139,36,2026-07-08
VM-16263,DailyKart Salwar Suit Set,Womens Wear,DailyKart,XL,Sky Blue,1738,1399,0,2026-07-19
VM-16264,DailyKart Salwar Suit Set,Womens Wear,DailyKart,XL,Teal,1238,619,15,2026-07-02
VM-16265,UrbanEdge Cotton T-Shirt,Mens Wear,UrbanEdge,L,Sky Blue,218,109,90,2026-07-10
VM-16266,TinyTribe T-Shirt Pack of 2,Kids Wear,TinyTribe,4-5Y,White,348,209,176,2026-07-06
VM-16267,PlayPals Jeans,Kids Wear,PlayPals,2-3Y,Purple,508,259,18,2026-07-02
VM-16268,TinyTribe Jeans,Kids Wear,TinyTribe,6-7Y,Yellow,518,419,9,2026-07-13
VM-16269,RoyalThread Cargo Pants,Mens Wear,RoyalThread,L,Red,1198,599,6,2026-07-15
VM-16270,FloraBelle Casual Top,Womens Wear,FloraBelle,L,Navy,268,219,310,2026-07-02
VM-16271,SilkRoute Leggings,Womens Wear,SilkRoute,L,Navy,268,169,259,2026-07-21
VM-16272,DailyKart Dupatta,Womens Wear,DailyKart,XL,Purple,248,129,20,2026-07-07
VM-16273,DailyKart Salwar Suit Set,Womens Wear,DailyKart,XXL,Red,1708,1369,0,2026-07-18
VM-16274,UrbanEdge Slim Fit Jeans,Mens Wear,UrbanEdge,XXL,Grey,1078,649,237,2026-07-05
VM-16275,DailyKart Anarkali Kurta,Womens Wear,DailyKart,M,Sky Blue,608,489,177,2026-07-03
VM-16276,DailyKart Winter Jacket,Mens Wear,DailyKart,XXL,Yellow,2238,1799,249,2026-07-14
VM-16277,FloraBelle Dupatta,Womens Wear,FloraBelle,L,Maroon,118,89,386,2026-07-05
VM-16278,SprintZa Sandals,Footwear,SprintZa,10,Sky Blue,408,329,65,2026-07-02
VM-16279,SprintZa Casual Sneakers,Footwear,SprintZa,6,Pink,728,509,321,2026-07-15
VM-16280,FloraBelle Printed Kurti,Womens Wear,FloraBelle,L,Mustard,518,369,163,2026-07-08
VM-16281,TinyTribe Romper,Kids Wear,TinyTribe,6-7Y,Brown,308,189,174,2026-07-11
VM-16282,SilkRoute Dupatta,Womens Wear,SilkRoute,L,Purple,238,169,27,2026-07-12
VM-16283,UrbanEdge Slim Fit Jeans,Mens Wear,UrbanEdge,XXL,Brown,948,479,0,2026-07-13
VM-16284,RoyalThread Cotton T-Shirt,Mens Wear,RoyalThread,S,Purple,418,259,326,2026-07-19
VM-16285,SilkRoute Winter Shrug,Womens Wear,SilkRoute,M,Grey,848,429,31,2026-07-14
VM-16286,StrideMax Sports Shoes,Footwear,StrideMax,7,Pink,508,359,176,2026-07-03
VM-16287,WalkNest Flip Flops,Footwear,WalkNest,6,Sky Blue,208,109,0,2026-07-05
VM-16288,FlexFit Polo T-Shirt,Mens Wear,FlexFit,XXL,Mustard,418,339,0,2026-07-16
VM-16289,DailyKart Salwar Suit Set,Womens Wear,DailyKart,L,Beige,1688,1359,299,2026-07-19
VM-16290,TinyTribe Romper,Kids Wear,TinyTribe,2-3Y,Grey,218,179,0,2026-07-14
VM-16291,WalkNest School Shoes,Footwear,WalkNest,6,White,458,229,45,2026-07-01
VM-16292,DailyKart Leggings,Womens Wear,DailyKart,M,Navy,238,169,135,2026-07-10
VM-16293,PlayPals Track Suit,Kids Wear,PlayPals,10-11Y,Mustard,688,559,17,2026-07-02
VM-16294,TinyTribe Romper,Kids Wear,TinyTribe,8-9Y,Brown,248,149,0,2026-07-17
VM-16295,StrideMax Casual Sneakers,Footwear,StrideMax,6,Beige,1008,709,12,2026-07-12
VM-16296,PlayPals School Uniform Shirt,Kids Wear,PlayPals,2-3Y,Green,398,319,353,2026-07-06
VM-16297,JuniorJoy T-Shirt Pack of 2,Kids Wear,JuniorJoy,10-11Y,Beige,288,239,15,2026-07-03
VM-16298,JuniorJoy School Uniform Shirt,Kids Wear,JuniorJoy,8-9Y,Yellow,278,229,0,2026-07-11
VM-16299,UrbanEdge Track Pants,Mens Wear,UrbanEdge,XL,Pink,358,179,38,2026-07-11
VM-16300,PlayPals Romper,Kids Wear,PlayPals,8-9Y,Maroon,278,199,48,2026-07-16
VM-16301,MissTrend Saree Georgette,Womens Wear,MissTrend,L,Sky Blue,1098,549,319,2026-07-14
VM-16302,DailyKart Slim Fit Jeans,Mens Wear,DailyKart,XL,Navy,738,599,3,2026-07-16
VM-16303,SprintZa School Shoes,Footwear,SprintZa,8,Beige,368,299,3,2026-07-10
VM-16304,StrideMax Casual Sneakers,Footwear,StrideMax,9,Red,718,439,0,2026-07-19
VM-16305,RoyalThread Track Pants,Mens Wear,RoyalThread,M,Red,608,369,24,2026-07-09
VM-16306,WalkNest Flip Flops,Footwear,WalkNest,10,Navy,238,169,318,2026-07-03
VM-16307,DailyKart Winter Shrug,Womens Wear,DailyKart,XL,Yellow,708,499,321,2026-07-12
VM-16308,TinyTribe Shorts Set,Kids Wear,TinyTribe,10-11Y,Yellow,298,179,354,2026-07-01
VM-16309,FlexFit Kurta,Mens Wear,FlexFit,L,Red,528,269,0,2026-07-11
VM-16310,DailyKart Cotton T-Shirt,Mens Wear,DailyKart,XXL,Pink,408,209,397,2026-07-16
VM-16311,SilkRoute Salwar Suit Set,Womens Wear,SilkRoute,M,Teal,1398,699,222,2026-07-15
VM-16312,StrideMax Sports Shoes,Footwear,StrideMax,7,Teal,788,559,254,2026-07-17
VM-16313,DailyKart Track Pants,Mens Wear,DailyKart,L,Purple,458,279,285,2026-07-12
VM-16314,MissTrend Printed Kurti,Womens Wear,MissTrend,XL,Pink,608,489,0,2026-07-09
VM-16315,JuniorJoy School Uniform Shirt,Kids Wear,JuniorJoy,8-9Y,Green,338,209,116,2026-07-06
VM-16316,StrideMax Sports Shoes,Footwear,StrideMax,10,Purple,528,429,182,2026-07-18
VM-16317,MissTrend Denim Jeans,Womens Wear,MissTrend,L,Purple,698,419,181,2026-07-11
VM-16318,DailyKart Maxi Dress,Womens Wear,DailyKart,XXL,Teal,918,649,358,2026-07-10
VM-16319,UrbanEdge Formal Shirt,Mens Wear,UrbanEdge,XL,Maroon,808,649,19,2026-07-04
VM-16320,FloraBelle Denim Jeans,Womens Wear,FloraBelle,XXL,Grey,1468,739,32,2026-07-07
VM-16321,TinyTribe Romper,Kids Wear,TinyTribe,10-11Y,Mustard,288,209,94,2026-07-03
VM-16322,SprintZa Sports Shoes,Footwear,SprintZa,10,Purple,888,719,85,2026-07-19
VM-16323,WalkNest School Shoes,Footwear,WalkNest,6,Grey,648,459,159,2026-07-03
VM-16324,SprintZa Flip Flops,Footwear,SprintZa,10,Brown,188,159,232,2026-07-18
VM-16325,MissTrend Anarkali Kurta,Womens Wear,MissTrend,XL,Mustard,728,369,86,2026-07-03
VM-16326,TinyTribe Track Suit,Kids Wear,TinyTribe,4-5Y,Sky Blue,608,309,0,2026-07-11
VM-16327,RoyalThread Polo T-Shirt,Mens Wear,RoyalThread,M,Teal,468,289,0,2026-07-21
VM-16328,MissTrend Saree Georgette,Womens Wear,MissTrend,M,Mustard,898,539,400,2026-07-11
VM-16329,DailyKart Casual Top,Womens Wear,DailyKart,M,Navy,608,309,18,2026-07-10
VM-16330,SprintZa Casual Sneakers,Footwear,SprintZa,7,Green,898,539,254,2026-07-05
VM-16331,DailyKart Kurta,Mens Wear,DailyKart,XL,Grey,778,469,181,2026-07-17
VM-16332,RoyalThread Formal Shirt,Mens Wear,RoyalThread,S,Beige,668,409,229,2026-07-06
VM-16333,RoyalThread Casual Shirt,Mens Wear,RoyalThread,S,Mustard,998,499,45,2026-07-17
VM-16334,MissTrend Winter Shrug,Womens Wear,MissTrend,S,Beige,458,279,250,2026-07-15
VM-16335,SprintZa School Shoes,Footwear,SprintZa,9,Purple,738,449,97,2026-07-06
VM-16336,MissTrend Palazzo Pants,Womens Wear,MissTrend,L,Purple,478,339,98,2026-07-08
VM-16337,WalkNest Casual Sneakers,Footwear,WalkNest,6,Mustard,488,299,242,2026-07-21
VM-16338,MissTrend Nightwear Set,Womens Wear,MissTrend,L,Pink,688,349,158,2026-07-05
VM-16339,RoyalThread Cargo Pants,Mens Wear,RoyalThread,M,Brown,738,519,212,2026-07-17
VM-16340,SilkRoute Winter Shrug,Womens Wear,SilkRoute,M,White,938,569,79,2026-07-01
VM-16341,FlexFit Formal Shirt,Mens Wear,FlexFit,M,Grey,928,749,22,2026-07-13
VM-16342,SilkRoute Winter Shrug,Womens Wear,SilkRoute,XL,Beige,618,439,342,2026-07-16
VM-16343,DailyKart Polo T-Shirt,Mens Wear,DailyKart,XL,Maroon,628,439,314,2026-07-15
VM-16344,TinyTribe Romper,Kids Wear,TinyTribe,4-5Y,Black,448,229,7,2026-07-18
VM-16345,SilkRoute Palazzo Pants,Womens Wear,SilkRoute,S,Brown,288,149,30,2026-07-13
VM-16346,StrideMax Bellies,Footwear,StrideMax,7,Olive,458,369,0,2026-07-19
VM-16347,RoyalThread Track Pants,Mens Wear,RoyalThread,XXL,White,338,169,377,2026-07-04
VM-16348,SprintZa Casual Sneakers,Footwear,SprintZa,7,Red,838,679,18,2026-07-04
VM-16349,StrideMax School Shoes,Footwear,StrideMax,10,Red,778,469,21,2026-07-12
VM-16350,DailyKart Winter Shrug,Womens Wear,DailyKart,S,Brown,498,249,4,2026-07-15
VM-16351,SilkRoute Dupatta,Womens Wear,SilkRoute,XXL,Maroon,268,169,0,2026-07-03
VM-16352,PlayPals Party Dress,Kids Wear,PlayPals,8-9Y,Maroon,468,289,343,2026-07-06
VM-16353,JuniorJoy Ethnic Kurta Set,Kids Wear,JuniorJoy,4-5Y,Beige,458,229,59,2026-07-09
VM-16354,MissTrend Winter Shrug,Womens Wear,MissTrend,M,Brown,928,469,0,2026-07-04
VM-16355,StrideMax Casual Sneakers,Footwear,StrideMax,6,Olive,548,439,178,2026-07-02
VM-16356,MissTrend Anarkali Kurta,Womens Wear,MissTrend,XL,Black,968,589,400,2026-07-15
VM-16357,SilkRoute Nightwear Set,Womens Wear,SilkRoute,XXL,Pink,458,279,377,2026-07-10
VM-16358,StrideMax School Shoes,Footwear,StrideMax,8,Black,678,549,350,2026-07-06
VM-16359,SilkRoute Palazzo Pants,Womens Wear,SilkRoute,S,Navy,298,239,199,2026-07-01
VM-16360,RoyalThread Formal Shirt,Mens Wear,RoyalThread,M,Purple,748,379,194,2026-07-12
VM-16361,SilkRoute Leggings,Womens Wear,SilkRoute,L,Grey,368,299,179,2026-07-02
VM-16362,SilkRoute Saree Georgette,Womens Wear,SilkRoute,M,Brown,1448,1019,239,2026-07-09
VM-16363,UrbanEdge Track Pants,Mens Wear,UrbanEdge,L,Maroon,558,339,105,2026-07-16
VM-16364,DailyKart Leggings,Womens Wear,DailyKart,XL,Mustard,308,159,0,2026-07-07
VM-16365,SprintZa Casual Sneakers,Footwear,SprintZa,10,Navy,938,569,376,2026-07-14
VM-16366,DailyKart Saree Georgette,Womens Wear,DailyKart,XL,Green,828,579,0,2026-07-04
VM-16367,FloraBelle Leggings,Womens Wear,FloraBelle,XXL,Teal,188,139,74,2026-07-21
VM-16368,StrideMax Formal Shoes,Footwear,StrideMax,9,Green,698,559,0,2026-07-05
VM-16369,DailyKart Printed Kurti,Womens Wear,DailyKart,M,Navy,668,539,165,2026-07-13
VM-16370,TinyTribe Romper,Kids Wear,TinyTribe,4-5Y,Teal,358,219,8,2026-07-08
VM-16371,SprintZa Bellies,Footwear,SprintZa,9,Sky Blue,498,299,382,2026-07-17
VM-16372,DailyKart Dupatta,Womens Wear,DailyKart,M,Sky Blue,308,219,20,2026-07-16
VM-16373,SilkRoute Salwar Suit Set,Womens Wear,SilkRoute,XXL,Grey,788,559,21,2026-07-09
VM-16374,MissTrend Casual Top,Womens Wear,MissTrend,S,Maroon,468,289,273,2026-07-21
VM-16375,SilkRoute Maxi Dress,Womens Wear,SilkRoute,XL,Olive,1098,659,48,2026-07-03
VM-16376,SilkRoute Nightwear Set,Womens Wear,SilkRoute,XL,Pink,318,199,343,2026-07-20
VM-16377,WalkNest Formal Shoes,Footwear,WalkNest,8,Sky Blue,1388,1119,131,2026-07-05
VM-16378,MissTrend Nightwear Set,Womens Wear,MissTrend,S,Teal,648,389,373,2026-07-01
VM-16379,JuniorJoy T-Shirt Pack of 2,Kids Wear,JuniorJoy,2-3Y,Green,478,339,13,2026-07-05
VM-16380,TinyTribe Sweater,Kids Wear,TinyTribe,2-3Y,Sky Blue,348,279,125,2026-07-21
VM-16381,StrideMax Casual Sneakers,Footwear,StrideMax,9,Teal,938,759,128,2026-07-03
VM-16382,FlexFit Cotton T-Shirt,Mens Wear,FlexFit,M,Teal,388,279,5,2026-07-14
VM-16383,StrideMax Formal Shoes,Footwear,StrideMax,6,Olive,948,669,154,2026-07-09
VM-16384,FlexFit Hooded Sweatshirt,Mens Wear,FlexFit,L,Beige,928,649,47,2026-07-06
VM-16385,DailyKart Casual Shirt,Mens Wear,DailyKart,XXL,Maroon,498,249,254,2026-07-05
VM-16386,MissTrend Dupatta,Womens Wear,MissTrend,M,Sky Blue,278,139,0,2026-07-17
VM-16387,WalkNest Flip Flops,Footwear,WalkNest,10,White,108,79,0,2026-07-14
VM-16388,MissTrend Palazzo Pants,Womens Wear,MissTrend,XXL,Maroon,588,299,291,2026-07-06
VM-16389,PlayPals School Uniform Shirt,Kids Wear,PlayPals,2-3Y,Black,208,109,390,2026-07-13
VM-16390,FloraBelle Dupatta,Womens Wear,FloraBelle,XXL,Pink,108,59,228,2026-07-08
VM-16391,RoyalThread Cargo Pants,Mens Wear,RoyalThread,M,Green,748,449,343,2026-07-18
VM-16392,DailyKart Denim Jeans,Womens Wear,DailyKart,S,Green,898,449,361,2026-07-16
VM-16393,RoyalThread Vest Pack of 3,Mens Wear,RoyalThread,M,White,198,159,37,2026-07-04
VM-16394,TinyTribe Romper,Kids Wear,TinyTribe,2-3Y,White,268,169,22,2026-07-16
VM-16395,UrbanEdge Casual Shirt,Mens Wear,UrbanEdge,S,Mustard,518,419,0,2026-07-20
VM-16396,UrbanEdge Cotton T-Shirt,Mens Wear,UrbanEdge,L,Purple,408,329,2,2026-07-18
VM-16397,MissTrend Anarkali Kurta,Womens Wear,MissTrend,M,Teal,958,679,192,2026-07-06
VM-16398,MissTrend Leggings,Womens Wear,MissTrend,XXL,Black,248,179,0,2026-07-03
VM-16399,SprintZa Sports Shoes,Footwear,SprintZa,7,Brown,648,519,333,2026-07-06
VM-16400,DailyKart Casual Shirt,Mens Wear,DailyKart,XXL,Navy,848,509,6,2026-07-10
VM-16401,JuniorJoy Party Dress,Kids Wear,JuniorJoy,2-3Y,Olive,1088,659,14,2026-07-03
VM-16402,JuniorJoy Romper,Kids Wear,JuniorJoy,2-3Y,Mustard,388,239,1,2026-07-09
VM-16403,DailyKart Nightwear Set,Womens Wear,DailyKart,XXL,Navy,678,339,380,2026-07-07
VM-16404,FlexFit Cargo Pants,Mens Wear,FlexFit,L,Beige,1278,769,16,2026-07-14
VM-16405,JuniorJoy School Uniform Shirt,Kids Wear,JuniorJoy,10-11Y,Sky Blue,298,149,9,2026-07-21
VM-16406,MissTrend Winter Shrug,Womens Wear,MissTrend,XXL,Purple,538,269,78,2026-07-15
VM-16407,FloraBelle Printed Kurti,Womens Wear,FloraBelle,XXL,White,308,189,254,2026-07-16
VM-16408,DailyKart Casual Top,Womens Wear,DailyKart,S,Mustard,418,299,7,2026-07-11
VM-16409,DailyKart Casual Top,Womens Wear,DailyKart,S,Yellow,288,239,62,2026-07-08
VM-16410,DailyKart Winter Jacket,Mens Wear,DailyKart,XL,Green,2078,1249,207,2026-07-10
VM-16411,TinyTribe School Uniform Shirt,Kids Wear,TinyTribe,6-7Y,Grey,408,329,0,2026-07-10
VM-16412,WalkNest Slippers,Footwear,WalkNest,7,Pink,258,159,113,2026-07-01
VM-16413,SilkRoute Leggings,Womens Wear,SilkRoute,XL,Brown,308,159,343,2026-07-05
VM-16414,SilkRoute Maxi Dress,Womens Wear,SilkRoute,S,Mustard,658,469,284,2026-07-07
VM-16415,JuniorJoy Sweater,Kids Wear,JuniorJoy,10-11Y,Teal,498,299,182,2026-07-15
VM-16416,FloraBelle Printed Kurti,Womens Wear,FloraBelle,S,Mustard,688,349,3,2026-07-08
VM-16417,UrbanEdge Vest Pack of 3,Mens Wear,UrbanEdge,XL,Beige,198,159,356,2026-07-10
VM-16418,DailyKart Bermuda Shorts,Mens Wear,DailyKart,S,Pink,298,179,60,2026-07-09
VM-16419,MissTrend Printed Kurti,Womens Wear,MissTrend,XXL,Green,288,149,57,2026-07-03
VM-16420,UrbanEdge Casual Shirt,Mens Wear,UrbanEdge,L,White,438,269,148,2026-07-03
VM-16421,FloraBelle Winter Shrug,Womens Wear,FloraBelle,L,Pink,668,539,202,2026-07-20
VM-16422,DailyKart Salwar Suit Set,Womens Wear,DailyKart,L,Brown,1038,729,0,2026-07-17
VM-16423,DailyKart Salwar Suit Set,Womens Wear,DailyKart,S,Purple,1478,739,6,2026-07-16
VM-16424,RoyalThread Kurta,Mens Wear,RoyalThread,L,Maroon,748,449,259,2026-07-16
VM-16425,DailyKart Casual Top,Womens Wear,DailyKart,M,Teal,218,179,303,2026-07-12
VM-16426,MissTrend Maxi Dress,Womens Wear,MissTrend,XL,Yellow,1088,659,311,2026-07-17
VM-16427,FloraBelle Saree Georgette,Womens Wear,FloraBelle,L,Red,918,649,387,2026-07-06
VM-16428,TinyTribe Shorts Set,Kids Wear,TinyTribe,10-11Y,White,308,249,20,2026-07-18
VM-16429,UrbanEdge Hooded Sweatshirt,Mens Wear,UrbanEdge,XL,Mustard,588,299,292,2026-07-18
VM-16430,UrbanEdge Polo T-Shirt,Mens Wear,UrbanEdge,M,Navy,628,319,12,2026-07-01
VM-16431,UrbanEdge Slim Fit Jeans,Mens Wear,UrbanEdge,S,Maroon,1178,949,51,2026-07-10
VM-16432,StrideMax Formal Shoes,Footwear,StrideMax,6,Navy,1208,729,308,2026-07-15
VM-16433,PlayPals Frock,Kids Wear,PlayPals,10-11Y,Red,538,269,291,2026-07-20
VM-16434,SprintZa Slippers,Footwear,SprintZa,9,Navy,298,239,197,2026-07-04
VM-16435,RoyalThread Kurta,Mens Wear,RoyalThread,XL,Mustard,458,369,314,2026-07-20
VM-16436,FlexFit Cotton T-Shirt,Mens Wear,FlexFit,XL,Teal,508,309,0,2026-07-04
VM-16437,HomeNest Pillow Pack of 2,Home & Kitchen,HomeNest,Std,Sky Blue,568,399,169,2026-07-16
VM-16438,WalkNest School Shoes,Footwear,WalkNest,7,Pink,338,279,221,2026-07-12
VM-16439,UrbanEdge Hooded Sweatshirt,Mens Wear,UrbanEdge,M,Mustard,648,329,10,2026-07-03
VM-16440,UrbanEdge Casual Shirt,Mens Wear,UrbanEdge,S,White,658,529,10,2026-07-13
VM-16441,TinyTribe Jeans,Kids Wear,TinyTribe,8-9Y,Sky Blue,328,199,367,2026-07-15
VM-16442,RoyalThread Casual Shirt,Mens Wear,RoyalThread,XXL,Olive,908,549,391,2026-07-16
VM-16443,StrideMax Casual Sneakers,Footwear,StrideMax,7,Maroon,468,379,207,2026-07-06
VM-16444,DailyKart Formal Shirt,Mens Wear,DailyKart,L,Teal,808,569,152,2026-07-20
VM-16445,FloraBelle Palazzo Pants,Womens Wear,FloraBelle,L,Grey,488,299,19,2026-07-02
VM-16446,RoyalThread Bermuda Shorts,Mens Wear,RoyalThread,L,Navy,438,309,0,2026-07-07
VM-16447,SilkRoute Anarkali Kurta,Womens Wear,SilkRoute,XL,White,948,759,148,2026-07-02
VM-16448,MissTrend Saree Georgette,Womens Wear,MissTrend,XL,Olive,658,529,397,2026-07-07
VM-16449,SprintZa Formal Shoes,Footwear,SprintZa,7,Green,1278,1029,257,2026-07-17
VM-16450,TinyTribe School Uniform Shirt,Kids Wear,TinyTribe,4-5Y,Navy,288,209,366,2026-07-13
VM-16451,UrbanEdge Kurta,Mens Wear,UrbanEdge,XL,Black,748,449,16,2026-07-06
VM-16452,UrbanEdge Casual Shirt,Mens Wear,UrbanEdge,XL,Purple,868,529,364,2026-07-05
VM-16453,WalkNest Casual Sneakers,Footwear,WalkNest,10,Purple,948,759,0,2026-07-10
VM-16454,TinyTribe Track Suit,Kids Wear,TinyTribe,6-7Y,Red,618,309,208,2026-07-13
VM-16455,CasaValue Bedsheet Double,Home & Kitchen,CasaValue,Std,White,808,489,1,2026-07-18
VM-16456,StrideMax Flip Flops,Footwear,StrideMax,6,Maroon,238,199,178,2026-07-16
VM-16457,SprintZa Sports Shoes,Footwear,SprintZa,6,Green,1068,749,395,2026-07-01
VM-16458,TinyTribe School Uniform Shirt,Kids Wear,TinyTribe,10-11Y,Purple,428,349,258,2026-07-02
VM-16459,MissTrend Leggings,Womens Wear,MissTrend,L,Navy,398,319,73,2026-07-12
VM-16460,DailyKart Maxi Dress,Womens Wear,DailyKart,M,Green,808,409,246,2026-07-08
VM-16461,DailyKart Cargo Pants,Mens Wear,DailyKart,S,Pink,958,769,7,2026-07-06
VM-16462,FlexFit Vest Pack of 3,Mens Wear,FlexFit,XL,White,318,159,131,2026-07-20
VM-16463,RoyalThread Casual Shirt,Mens Wear,RoyalThread,S,Teal,828,499,130,2026-07-18
VM-16464,DailyKart Winter Shrug,Womens Wear,DailyKart,L,Yellow,758,539,0,2026-07-01
VM-16465,FloraBelle Anarkali Kurta,Womens Wear,FloraBelle,M,Beige,798,399,0,2026-07-09
VM-16466,StrideMax School Shoes,Footwear,StrideMax,7,Maroon,638,519,14,2026-07-19
VM-16467,SprintZa Formal Shoes,Footwear,SprintZa,7,Red,958,679,390,2026-07-12
VM-16468,DailyKart Salwar Suit Set,Womens Wear,DailyKart,XL,Mustard,1168,709,0,2026-07-01
VM-16469,MissTrend Denim Jeans,Womens Wear,MissTrend,XXL,Yellow,688,349,375,2026-07-02
VM-16470,UrbanEdge Casual Shirt,Mens Wear,UrbanEdge,XL,Sky Blue,988,699,0,2026-07-03
VM-16471,DailyKart Anarkali Kurta,Womens Wear,DailyKart,S,Teal,798,399,9,2026-07-06
VM-16472,FloraBelle Saree Georgette,Womens Wear,FloraBelle,XL,Purple,1418,1139,228,2026-07-02
VM-16473,FloraBelle Dupatta,Womens Wear,FloraBelle,M,Black,168,89,262,2026-07-17
VM-16474,MissTrend Anarkali Kurta,Womens Wear,MissTrend,M,Navy,1208,969,206,2026-07-05
VM-16475,UrbanEdge Vest Pack of 3,Mens Wear,UrbanEdge,XXL,Olive,268,189,138,2026-07-02
VM-16476,PlayPals Ethnic Kurta Set,Kids Wear,PlayPals,8-9Y,Navy,878,529,205,2026-07-02
VM-16477,FlexFit Winter Jacket,Mens Wear,FlexFit,M,Green,1818,1099,335,2026-07-05
VM-16478,KitchQueen Towel Set,Home & Kitchen,KitchQueen,Std,Olive,238,119,128,2026-07-02
VM-16479,WalkNest Casual Sneakers,Footwear,WalkNest,6,Yellow,858,429,11,2026-07-17
VM-16480,PlayPals Shorts Set,Kids Wear,PlayPals,2-3Y,Mustard,298,149,101,2026-07-01
VM-16481,UrbanEdge Bermuda Shorts,Mens Wear,UrbanEdge,L,Purple,398,239,348,2026-07-07
VM-16482,FlexFit Track Pants,Mens Wear,FlexFit,M,Navy,638,319,0,2026-07-21
VM-16483,JuniorJoy T-Shirt Pack of 2,Kids Wear,JuniorJoy,4-5Y,Beige,238,169,222,2026-07-07
VM-16484,UrbanEdge Cotton T-Shirt,Mens Wear,UrbanEdge,L,Brown,498,399,0,2026-07-11
VM-16485,WalkNest Formal Shoes,Footwear,WalkNest,6,Beige,1338,939,11,2026-07-14
VM-16486,FloraBelle Anarkali Kurta,Womens Wear,FloraBelle,XL,Olive,548,439,158,2026-07-17
VM-16487,TinyTribe Ethnic Kurta Set,Kids Wear,TinyTribe,8-9Y,Red,498,299,114,2026-07-16
